1,2,rating
1787,7478,7
9328,105098,1
7878,49845,2
7220,43151,6
9181,97966,2
1654,6392,3
8369,62904,9
4959,27140,7
5601,32058,9
4563,23316,3
2860,13762,1
6910,40940,9
1542,5183,6
1071,3890,6
8740,74262,8
2914,14099,5
4195,20508,3
4202,20537,7
3795,19066,3
211,652,4
7140,42460,3
1617,5916,9
704,1957,2
4939,26870,2
6028,34146,8
7486,46152,9
1665,6464,5
1652,6387,3
4863,26019,3
3126,14794,8
1763,7124,4
694,1947,1
8023,51129,9
4640,24174,7
975,3754,7
2387,11685,1
59,313,5
3301,15648,3
8292,58539,4
1450,4841,8
5202,28778,4
634,1761,6
8637,69945,5
4423,22334,2
6246,36188,7
9508,114861,8
6290,36391,1
8888,81387,8
4292,21078,2
7449,45561,2
5404,30375,1
675,1917,1
1437,4827,9
8776,75212,7
9486,112353,3
4051,19908,8
8177,55447,7
5651,32350,3
630,1755,4
8653,70907,6
4165,20367,9
2560,12402,8
4944,26932,8
7757,48613,8
5419,30521,5
5082,28002,4
7617,47500,9
6554,38791,8
2704,12832,6
7837,49363,6
6189,35951,4
3512,17348,9
1109,3939,3
4808,25363,4
6764,40229,5
9222,99023,2
6348,36962,4
4954,26962,6
9371,107997,2
839,3520,7
242,694,6
6638,39539,5
1042,3854,3
7033,41670,1
2041,9884,5
1188,4203,7
9148,95911,8
2644,12640,2
7238,43513,3
5723,32510,1
6009,33719,5
8519,66140,2
9000,86127,3
502,1526,5
2945,14262,6
2984,14367,3
2646,12642,4
4026,19782,1
4065,19925,5
1253,4350,3
6306,36484,7
7467,46125,7
7917,50338,4
8866,78063,9
9290,101081,9
7759,48615,2
3366,16063,8
5338,29943,6
5065,27784,8
8034,51265,9
2198,10942,2
1298,4436,8
3474,16702,5
3641,17947,6
4927,26732,9
1977,8921,1
4616,23860,3
5902,33318,3
6611,39433,1
1007,3801,7
4246,20750,2
7685,48157,8
2622,12551,5
6063,34664,4
5179,28750,5
799,3454,6
3015,14419,7
1622,5965,8
7572,47393,4
8104,52960,7
2915,14100,8
7620,47503,4
8788,75377,5
3166,15022,2
8983,85701,8
356,1145,9
5152,28453,4
3064,14584,3
8213,56503,6
9554,116541,5
5294,29817,5
7299,44105,3
1883,7959,9
1905,8189,6
5870,33213,8
9517,115359,8
6349,36963,5
9659,122767,7
2767,13218,7
6714,39931,8
2695,12822,7
857,3567,5
1457,5022,4
7018,41520,9
4118,20233,6
2635,12631,9
2859,13761,9
2865,13767,3
9,145,4
875,3596,7
73,327,1
4301,21120,3
7876,49843,1
4574,23407,7
2531,12295,9
7005,41501,1
7060,41971,7
5502,31341,4
4773,25012,8
9134,95838,2
3655,18013,7
8954,83717,7
2837,13729,9
8320,59924,1
4838,25750,6
7459,46083,4
2047,9987,7
8103,52931,3
2048,9988,7
6943,41093,6
1618,5917,8
4231,20710,8
1716,6767,8
6895,40818,1
1728,6782,3
6613,39447,5
1434,4802,6
6590,39288,1
1484,5063,8
7661,47931,1
4371,21899,6
6723,39959,1
8464,64567,3
2459,11939,5
2808,13566,5
591,1698,3
5548,31482,2
1717,6768,1
9660,122769,6
2876,13789,6
8505,66093,7
8895,81543,3
6729,40021,4
6199,36036,3
8244,57012,3
3783,18805,2
6504,38671,3
3776,18761,5
8446,64236,6
6594,39304,5
2007,9512,4
3275,15553,5
1265,4374,1
5605,32062,4
2155,10685,3
9616,121467,6
5217,28817,1
2919,14171,4
7991,50727,3
486,1481,9
9531,115375,8
2182,10824,9
3875,19405,3
965,3742,4
5562,31577,9
9475,112285,7
485,1480,5
9650,122630,2
5284,29621,5
